"월성가축병원","경상북도 경주시 건천읍 내서로 1125",
"평일동물병원","경기도 광주시 곤지암읍 곤지암로50번길 11",
"신장가축병원","경기도 광주시 중앙로 74 (역동)","761-2014",
"금강동물병원",
"협동동물병원","경기도 광주시 중앙로 96 (역동)",
"우정동물병원","경기도 광주시 곤지암읍 도척로 56","797-4755",
"분당에덴동물병원","경기도 광주시 오포읍 능평로 203","726-3336",
"푸른동물병원","경기도 광주시 고불로 54 (중대동)","764-3033",
"삼성동물병원","울산광역시 울주군 범서읍 대리2길 49","052-248-7570",
"와우동물병원","울산광역시 울주군 언양읍 읍성로 135","225-0075",
"서울산 동물병원","울산광역시 울주군 삼남면 중남로 72",
"남창미르동물병원","울산광역시 울주군 온양읍 대운길 12","052-238-7511",
"BB동물병원","울산광역시 울주군 범서읍 점촌6길 5","052-211-7599",
"MK동물병원","울산광역시 울주군 온산읍 덕신로 250",
"삼양가축병원","강원도 횡성군 횡성읍 문정로 12","343-2892",
"유수의과양계병원","강원도 횡성군 횡성읍 어수로 41","343-8380",
"하늘가축병원","강원도 횡성군 횡성읍 태풍로 7","342-4488",
"대한동물병원","강원도 횡성군 횡성읍 중앙로 12","343-8484",
"바이엘종합가축병원","강원도 횡성군 횡성읍 문정로 20-1","343-8380",
"횡성축협동물병원","강원도 횡성군 횡성읍 횡성로 337","343-9907",
"횡성동물병원","강원도 횡성군 횡성읍 횡성로 390","342-7775",
"김재문동물병원","강원도 횡성군 횡성읍 문정로 10-1","343-5450",
"이명렬가축병원","강원도 횡성군 횡성읍 태기로 6",
"평일동물병원","경기도 광주시 곤지암읍 곤지암로50번길 11",
"신장가축병원","경기도 광주시 중앙로 74 (역동)","761-2014",
"금강동물병원",
"협동동물병원","경기도 광주시 중앙로 96 (역동)",
"우정동물병원","경기도 광주시 곤지암읍 도척로 56","797-4755",
"분당에덴동물병원","경기도 광주시 오포읍 능평로 203","726-3336",
"푸른동물병원","경기도 광주시 고불로 54 (중대동)","764-3033",
"이솝동물병원","경기도 광주시 초월읍 경충대로 1264","031-768-8820",
"모란동물병원","경기도 광주시 파발로 161-1 (경안동)","767-7588",
"그랜드24시동물병원","경기도 광주시 경안안길 5 (경안동)","766-1475",
"퇴촌동물병원","경기도 광주시 퇴촌면 천진암로 447","768-7585",
"서울동물메디컬센터","경기도 광주시 오포읍 신현로 89","03180227582",
"떡심콩심동물병원","경기도 광주시 초월읍 경충대로 1109","0317698270",
"동현24시동물병원","경기도 광주시 경안천로 5 (송정동,1층)","7687599",
"24시 모란동물 메디컬센터","경기도 광주시 경충대로 1448 (쌍령동)","031-765-1100,1133",
"하늘가축병원","강원도 횡성군 횡성읍 태풍로 7","342-4488",
"대한동물병원","강원도 횡성군 횡성읍 중앙로 12","343-8484",
"바이엘종합가축병원","강원도 횡성군 횡성읍 문정로 20-1","343-8380",
"횡성축협동물병원","강원도 횡성군 횡성읍 횡성로 337","343-9907",
"횡성동물병원","강원도 횡성군 횡성읍 횡성로 390","342-7775",
"김재문동물병원","강원도 횡성군 횡성읍 문정로 10-1","343-5450",
"이명렬가축병원","강원도 횡성군 횡성읍 태기로 6",
"평일동물병원","경기도 광주시 곤지암읍 곤지암로50번길 11",
"신장가축병원","경기도 광주시 중앙로 74 (역동)","761-2014",
"금강동물병원",
"협동동물병원","경기도 광주시 중앙로 96 (역동)",
"우정동물병원","경기도 광주시 곤지암읍 도척로 56","797-4755",
"분당에덴동물병원","경기도 광주시 오포읍 능평로 203","726-3336",
"푸른동물병원","경기도 광주시 고불로 54 (중대동)","764-3033",
"이솝동물병원","경기도 광주시 초월읍 경충대로 1264","031-768-8820",
"모란동물병원","경기도 광주시 파발로 161-1 (경안동)","767-7588",
"그랜드24시동물병원","경기도 광주시 경안안길 5 (경안동)","766-1475",
"퇴촌동물병원","경기도 광주시 퇴촌면 천진암로 447","768-7585",
"서울동물메디컬센터","경기도 광주시 오포읍 신현로 89","03180227582",
"떡심콩심동물병원","경기도 광주시 초월읍 경충대로 1109","0317698270",
"동현24시동물병원","경기도 광주시 경안천로 5 (송정동,1층)","7687599",
"24시 모란동물 메디컬센터","경기도 광주시 경충대로 1448 (쌍령동)","031-765-1100,1133",
"나비누리 동물병원","경기도 광주시 중앙로 69-4 (역동)","031-763-7583",
"곤지암행복동물병원","경기도 광주시 곤지암읍 경충대로 702","761-9394",
"광주동물병원","경기도 광주시 오포읍 양벌로 212","763-8825",
"안성종합동물병원","경기도 안성시 진안로 1390 (가현동)","675-4447",
"공도동물병원","","653-2049",
"경기동물병원","경기도 안성시 죽산면 걸미로 405","674-4550",
"우석동물병원","경기도 안성시 보개원삼로 104 (가사동)","676-3010",
"대한동물병원","경기도 안성시 죽산면 죽주로 300","674-9678",
"신장가축병원","경기도 광주시 중앙로 74 (역동)","761-2014",
"금강동물병원",
"협동동물병원","경기도 광주시 중앙로 96 (역동)",
"우정동물병원","경기도 광주시 곤지암읍 도척로 56","797-4755",
"분당에덴동물병원","경기도 광주시 오포읍 능평로 203","726-3336",
"푸른동물병원","경기도 광주시 고불로 54 (중대동)","764-3033",
"이솝동물병원","경기도 광주시 초월읍 경충대로 1264","031-768-8820",
"모란동물병원","경기도 광주시 파발로 161-1 (경안동)","767-7588",
"그랜드24시동물병원","경기도 광주시 경안안길 5 (경안동)","766-1475",
"퇴촌동물병원","경기도 광주시 퇴촌면 천진암로 447","768-7585",
"서울동물메디컬센터","경기도 광주시 오포읍 신현로 89","03180227582",
"떡심콩심동물병원","경기도 광주시 초월읍 경충대로 1109","0317698270",
"동현24시동물병원","경기도 광주시 경안천로 5 (송정동,1층)","7687599",
"24시 모란동물 메디컬센터","경기도 광주시 경충대로 1448 (쌍령동)","031-765-1100,1133",
"나비누리 동물병원","경기도 광주시 중앙로 69-4 (역동)","031-763-7583",
"곤지암행복동물병원","경기도 광주시 곤지암읍 경충대로 702","761-9394",
"광주동물병원","경기도 광주시 오포읍 양벌로 212","763-8825",
"안성종합동물병원","경기도 안성시 진안로 1390 (가현동)","675-4447",
"공도동물병원","","653-2049",
"경기동물병원","경기도 안성시 죽산면 걸미로 405","674-4550",
"우석동물병원","경기도 안성시 보개원삼로 104 (가사동)","676-3010",
"대한동물병원","경기도 안성시 죽산면 죽주로 300","674-9678",
"서부동물병원","경기도 안성시 강변남로 52 (도기동)","675-1140",
"남양동물병원","경기도 안성시 공도읍 마정강변길 25, 상가동 103호 (임광그대가아파트 1단지)","655-4465",
"이성준동물병원","경기도 안성시 중앙로 431-1 (봉남동)","673-5858",
"일죽종합동물병원","경기도 안성시 일죽면 금일로 428","674-6551",
"좋은동물병원","경기도 안성시 양성면 만세로 620","671-0175",
"유수의과 동물병원","경기도 안성시 죽산면 죽산초교길 36","031-676-7512",
"베스프동물병원","경기도 안성시 강변로74번길 27 (도기동)","031-675-2213",
"강산동물병원","경기도 안성시 원곡면 덕봉서원로 201","031-656-6166",
"그랜드24시동물병원","경기도 광주시 경안안길 5 (경안동)","766-1475",
"퇴촌동물병원","경기도 광주시 퇴촌면 천진암로 447","768-7585",
"서울동물메디컬센터","경기도 광주시 오포읍 신현로 89","03180227582",
"떡심콩심동물병원","경기도 광주시 초월읍 경충대로 1109","0317698270",
"동현24시동물병원","경기도 광주시 경안천로 5 (송정동,1층)","7687599",
"24시 모란동물 메디컬센터","경기도 광주시 경충대로 1448 (쌍령동)","031-765-1100,1133",
"나비누리 동물병원","경기도 광주시 중앙로 69-4 (역동)","031-763-7583",
"곤지암행복동물병원","경기도 광주시 곤지암읍 경충대로 702","761-9394",
"광주동물병원","경기도 광주시 오포읍 양벌로 212","763-8825",
"안성종합동물병원","경기도 안성시 진안로 1390 (가현동)","675-4447",
"공도동물병원","","653-2049",
"경기동물병원","경기도 안성시 죽산면 걸미로 405","674-4550",
"우석동물병원","경기도 안성시 보개원삼로 104 (가사동)","676-3010",
"대한동물병원","경기도 안성시 죽산면 죽주로 300","674-9678",
"서부동물병원","경기도 안성시 강변남로 52 (도기동)","675-1140",
"남양동물병원","경기도 안성시 공도읍 마정강변길 25, 상가동 103호 (임광그대가아파트 1단지)","655-4465",
"이성준동물병원","경기도 안성시 중앙로 431-1 (봉남동)","673-5858",
"일죽종합동물병원","경기도 안성시 일죽면 금일로 428","674-6551",
"좋은동물병원","경기도 안성시 양성면 만세로 620","671-0175",
"유수의과 동물병원","경기도 안성시 죽산면 죽산초교길 36","031-676-7512",
"베스프동물병원","경기도 안성시 강변로74번길 27 (도기동)","031-675-2213",
"강산동물병원","경기도 안성시 원곡면 덕봉서원로 201","031-656-6166",
"우리동물병원","경기도 안성시 장기로 52 (인지동)","675-0722",
"행복한동물병원","경기도 안성시 중앙로419번길 6 (영동)","031-677-8275",
"서울말전문동물병원","경기도 안성시 월덕천길 17 (봉산동,한주APT상가 202호,203호)",
"발라드동물병원 (출장전문동물병원)","경기도 안성시 일죽면 서동대로 7381-8","031-672-7831",
"쿨펫동물병원","경기도 안성시 중앙로 246, 3층 (석정동, 이마트)","031-677-7975",
"바우동물병원","경기도 안성시 공도읍 공도로 50","0316570016",
"건국 종합 가축병원 (출장전문병원)","경기도 안성시 일죽면 송천길 75-0","031-676-7773",
"롯데마트 안성점 쿨펫","경기도 안성시 공도읍 서동대로 4478, 2층 (롯데마트)","031-618-7533",
"광주동물병원","경기도 광주시 오포읍 양벌로 212","763-8825",
"안성종합동물병원","경기도 안성시 진안로 1390 (가현동)","675-4447",
"공도동물병원","","653-2049",
"경기동물병원","경기도 안성시 죽산면 걸미로 405","674-4550",
"우석동물병원","경기도 안성시 보개원삼로 104 (가사동)","676-3010",
"대한동물병원","경기도 안성시 죽산면 죽주로 300","674-9678",
"서부동물병원","경기도 안성시 강변남로 52 (도기동)","675-1140",
"남양동물병원","경기도 안성시 공도읍 마정강변길 25, 상가동 103호 (임광그대가아파트 1단지)","655-4465",
"이성준동물병원","경기도 안성시 중앙로 431-1 (봉남동)","673-5858",
"일죽종합동물병원","경기도 안성시 일죽면 금일로 428","674-6551",
"좋은동물병원","경기도 안성시 양성면 만세로 620","671-0175",
"유수의과 동물병원","경기도 안성시 죽산면 죽산초교길 36","031-676-7512",
"베스프동물병원","경기도 안성시 강변로74번길 27 (도기동)","031-675-2213",
"강산동물병원","경기도 안성시 원곡면 덕봉서원로 201","031-656-6166",
"우리동물병원","경기도 안성시 장기로 52 (인지동)","675-0722",
"행복한동물병원","경기도 안성시 중앙로419번길 6 (영동)","031-677-8275",
"서울말전문동물병원","경기도 안성시 월덕천길 17 (봉산동,한주APT상가 202호,203호)",
"발라드동물병원 (출장전문동물병원)","경기도 안성시 일죽면 서동대로 7381-8","031-672-7831",
"쿨펫동물병원","경기도 안성시 중앙로 246, 3층 (석정동, 이마트)","031-677-7975",
"바우동물병원","경기도 안성시 공도읍 공도로 50","0316570016",
"건국 종합 가축병원 (출장전문병원)","경기도 안성시 일죽면 송천길 75-0","031-676-7773",
"롯데마트 안성점 쿨펫","경기도 안성시 공도읍 서동대로 4478, 2층 (롯데마트)","031-618-7533",
"고려동물병원","경기도 안성시 보개면 양협길 29-67","031-674-4432",
"안성축협동물병원","경기도 안성시 안성맞춤대로 833 (계동)","031-8046-8000",
"산업동물병원","경기도 안성시 보개원삼로 144 (가사동)","031-672-7393",
"성심동물약품병원","경기도 안성시 보개원삼로 108, 1층 (가사동)","0316779958",
"양하무역산업동물병원","경기도 안성시 죽산면 용설로 429-12","1566-4343",
"김화가축병원","강원도 철원군 서면 와수1로 13","458-2057",
"와수동물병원","","458-4558",
"문혜동물병원","","452-5894",
"이성준동물병원","경기도 안성시 중앙로 431-1 (봉남동)","673-5858",
